date,security_id,open_price,high_price,low_price,close_price,volume
2026-05-28,AAPL,310.412282475935,312.5304508120942,309.30325358892543,312.24072265625,48220400
2026-05-29,AAPL,311.5113496628706,314.7285763294451,309.2632884033746,311.7911071777344,70026800
2026-06-01,AAPL,309.363197507879,310.67206624496237,304.7571540774977,306.0460510253906,48849900
2026-06-02,AAPL,307.1950545511415,315.1781903378333,306.42572903356995,314.92840576171875,44534700
2026-06-03,AAPL,313.9092501546009,316.6668815001487,308.5838566628498,309.9926452636719,50836700
2026-06-04,AAPL,312.96009909963743,313.26982953176514,309.38316692864953,310.9618225097656,44869100
2026-06-05,AAPL,312.5903972939029,314.8984348439246,306.8853260765596,307.0751647949219,65310500
2026-06-08,AAPL,308.4739595974908,317.1265012321255,300.9105055796523,301.2801818847656,77949100
2026-06-09,AAPL,300.0212482417878,300.4908444635933,287.5320194610898,290.29962158203125,70108800
2026-06-10,AAPL,290.4894628291428,294.4960172141002,287.1323727394638,291.3287353515625,52793300
2026-06-11,AAPL,293.4668864344149,296.7440586571729,289.3404406054596,295.375244140625,42572500
2026-06-12,AAPL,295.7749221682621,296.88398158337014,289.3704417369658,290.879150390625,38742100
2026-06-15,AAPL,293.8665449684006,297.5233947188816,291.4486474146935,296.1645812988281,45732600
2026-06-16,AAPL,294.99559499590845,300.2210994929347,293.71669913987887,298.9821472167969,39874400
2026-06-17,AAPL,300.59074812548096,301.8096980081642,294.10632015937927,295.6949768066406,42745100
2026-06-18,AAPL,297.8530937792582,300.31099586682666,295.3652492546472,297.7532043457031,85962200
2026-06-22,AAPL,297.05381866220307,302.1594314563154,296.5043047694293,296.75408935546875,44879900
2026-06-23,AAPL,297.2836155142734,301.3800886038737,293.9264950024863,294.04638671875,52010900
2026-06-24,AAPL,295.1054570720635,299.4417438827621,292.68755959702736,292.8274230957031,53081900
2026-06-25,AAPL,287.1523472601469,288.55113481081804,273.5141152813601,274.91290283203125,107013700
2026-06-26,AAPL,274.7630284991681,285.70360492137456,273.9737007161028,283.53546142578125,261775500
2026-06-29,AAPL,286.4829438934296,288.12151489662153,279.6088673150861,281.4972229003906,66427000
2026-06-30,AAPL,280.9277417485351,289.69017405322865,280.45814550695326,289.11065673828125,65100200
2026-07-01,AAPL,293.1871503157195,296.33442991747245,288.95081360688545,294.1263427734375,50164200
2026-07-02,AAPL,293.866538367699,309.15337194761725,293.4269150966668,308.3640441894531,75352800
2026-07-06,AAPL,307.0951430290638,313.9292760509671,306.7354678654279,312.3905944824219,53590000
2026-07-07,AAPL,315.0183186077797,315.20815732134815,309.88273318392555,310.3923034667969,42490000
2026-07-08,AAPL,311.6412289475945,314.5487250421545,306.7854009831778,313.1199645996094,41323500
2026-07-09,AAPL,310.24243869469103,316.2572401947346,307.8944576262147,315.947509765625,48124500
2026-07-10,AAPL,314.4488202226986,316.6369356310425,311.9010296470402,315.0483093261719,34132300
2026-07-13,AAPL,316.7468014245228,323.171283634363,315.5078797345754,317.03656005859375,43257800
2026-07-14,AAPL,313.48965629761443,315.91755515351207,311.64124426456783,314.58868408203125,36336800
2026-07-15,AAPL,317.34631234952286,328.44675508114506,317.0465830462295,327.2178039550781,60957600
2026-07-16,AAPL,327.72736328456057,334.3915986652446,326.50841333986017,332.97283935546875,62970600
2026-07-17,AAPL,331.693929977533,334.7013154010385,328.71648699084636,333.452392578125,63407100
2026-07-20,AAPL,333.2226134619852,333.4224228207836,323.4010672140761,326.3085632324219,53468000
2026-07-21,AAPL,322.85156758462244,329.3159936819017,321.94234806189104,327.45758056640625,41338900
2026-07-22,AAPL,327.58746619388995,328.7164973399543,323.0613709608057,325.60919189453125,38755900
2026-07-23,AAPL,321.4527900194849,323.0214140443725,319.0748358849152,321.3828430175781,40840800
2026-07-24,AAPL,321.5127284115298,334.0818750563203,321.3428614810286,332.7330322265625,47489400
2026-07-27,AAPL,334.2517370375488,339.277401491225,333.73216560461384,336.61968994140625,49604300
2026-07-28,AAPL,339.73698155301014,342.59453283396704,335.31080637618777,339.78692626953125,51859000
2026-07-29,AAPL,339.43727163464206,344.2730974331505,337.0593175600121,337.8985900878906,56090800
2026-07-30,AAPL,332.8129674612056,334.4615395264105,329.30598233808786,333.1426696777344,74817800
2026-07-31,AAPL,304.54735603914753,310.4222943774597,299.7415030462749,308.6438293457031,132489100
2026-08-03,AAPL,309.313234694189,311.5313230344714,302.29929450581176,303.1585693359375,75052000
2026-08-04,AAPL,302.46913991298527,310.1525156602479,301.0603512911937,309.1134033203125,68001000
2026-08-05,AAPL,309.09342362565195,311.4414048335362,305.40663118634393,310.7320251464844,49438800
2026-08-06,AAPL,314.06913775686996,316.0174696892129,308.96355554648414,312.14080810546875,46139900
2026-08-07,AAPL,311.1816431226555,314.53873325457766,310.47223295908327,313.05999755859375,34437200
2026-08-10,AAPL,306.8299865722656,308.260009765625,304.6099853515625,308.260009765625,44812500
2026-08-11,AAPL,307.75,309.9700012207031,302.7900085449219,304.9100036621094,37476700
2026-08-12,AAPL,305.1000061035156,305.6600036621094,300.57000732421875,302.25,41657800
2026-08-13,AAPL,304.2099914550781,306.0,302.04998779296875,305.260009765625,40349300
2026-08-14,AAPL,306.0,307.489990234375,304.29998779296875,305.92999267578125,28229400
2026-08-17,AAPL,306.2099914550781,307.6600036621094,302.94000244140625,305.5899963378906,38169300
2026-08-18,AAPL,307.5799865722656,311.489990234375,305.739990234375,310.0299987792969,53424500
2026-08-19,AAPL,310.1400146484375,319.2799987792969,309.6000061035156,316.8299865722656,50505600
2026-08-20,AAPL,317.4599914550781,320.2799987792969,310.6499938964844,311.29998779296875,40959200
2026-08-21,AAPL,312.04998779296875,312.3800048828125,307.010009765625,309.3500061035156,46768100
2026-04-15,MSFT,396.3936283702306,412.69755239260473,395.1287651714373,409.5602722167969,45063400
2026-04-16,MSFT,418.16537187855886,419.12151906860663,410.4765600541581,418.56378173828125,41642400
2026-04-17,MSFT,423.10539315661504,429.83808848207923,418.99205736838906,421.0835876464844,48568200
2026-04-20,MSFT,419.4501847919345,421.6213787702164,414.6197538627068,416.38262939453125,27582200
2026-04-21,MSFT,418.54386715015573,425.4558591722327,415.51615872358184,422.44805908203125,32048500
2026-04-22,MSFT,424.4698510786937,431.9495495900464,421.9600330275293,431.1726989746094,29378200
2026-04-23,MSFT,418.19526527607866,421.9500379562064,409.7494810939023,414.07196044921875,38308000
2026-04-24,MSFT,415.28707116170386,423.23487407473965,414.12178001797366,422.90618896484375,27457400
2026-04-27,MSFT,420.6752229306716,425.38611256831246,415.3866572294081,423.1053771972656,30867300
2026-04-28,MSFT,422.8563830057505,428.1847957314844,420.197146128082,427.5174865722656,30438100
2026-04-29,MSFT,422.866306449911,425.0972860808559,418.59364353468584,422.7467956542969,38288300
2026-04-30,MSFT,409.15192465494977,412.74737011555624,396.4035989759817,406.1341552734375,70909400
2026-05-01,MSFT,411.1338775963461,415.4264794885345,408.7834174283456,412.76727294921875,31372400
2026-05-04,MSFT,409.87897009526375,419.0816663151199,409.14193618030583,411.9505615234375,28066500
2026-05-05,MSFT,413.6437352165572,415.09783400354706,407.1500311208482,409.7196350097656,25700900
2026-05-06,MSFT,406.3532485673598,416.73120520087787,403.4748984673602,412.2891845703125,30285900
2026-05-07,MSFT,418.41437649189606,426.25263786097554,417.06984955189336,419.07171630859375,34942400
2026-05-08,MSFT,415.70537649227293,416.9403619714099,412.32904436576047,413.44451904296875,33383800
2026-05-11,MSFT,406.22377045102496,411.02432350049145,403.86334099070683,410.99444580078125,35657900
2026-05-12,MSFT,412.8071154720842,413.8229876767416,404.9987623844293,406.1241760253906,38594200
2026-05-13,MSFT,401.57265715241186,404.6700902960666,399.41140211310335,403.57452392578125,29667100
2026-05-14,MSFT,402.847493220503,410.1777730080913,399.2620170659624,407.7774963378906,27077500
2026-05-15,MSFT,412.5979239362014,426.4418454559798,411.2434277199191,420.2170715332031,50771200
2026-05-18,MSFT,414.93848271907115,423.40417602339767,413.9325494355234,421.83056640625,32564100
2026-05-19,MSFT,428.16486989475214,430.9535870211983,414.808990493047,415.7352600097656,33018700
2026-05-20,MSFT,412.49835957243755,420.3963455784958,409.63991780241736,419.36053466796875,27864000
2026-05-21,MSFT,423.9518891931334,425.5388979071037,414.92886694253497,418.3025207519531,31393500
2026-05-22,MSFT,418.7517174636334,423.60257118762803,415.54772693408205,417.7835388183594,22390300
2026-05-26,MSFT,415.6475333356961,418.9812539216563,412.24393696715845,415.248291015625,30398000
2026-05-27,MSFT,410.23773822181624,415.15846763645,408.8104019854481,411.8946228027344,28901500
2026-05-28,MSFT,412.2040283766931,428.68298564682067,411.89461329838434,426.18768310546875,47250500
2026-05-29,MSFT,431.7372486144539,449.48383969057267,431.54760317786213,449.3940124511719,79654400
2026-06-01,MSFT,463.96658383705716,465.4438139523178,457.40892124774234,459.6546936035156,53628900
2026-06-02,MSFT,446.0403151791343,452.64787129328397,439.6024225764256,440.48077392578125,37036800
2026-06-03,MSFT,437.62618910935214,439.56254639446627,423.45285793258154,426.53704833984375,39037000
2026-06-04,MSFT,434.9911260035114,435.33048350032107,425.60879436274143,427.2456970214844,26899500
2026-06-05,MSFT,427.5351398188391,428.66302140752947,413.6213308264138,415.8870849609375,34782200
2026-06-08,MSFT,413.3618539280056,416.37616844333525,407.79232157753756,410.9663391113281,32086700
2026-06-09,MSFT,408.26144336727174,411.20591258759293,397.7312786929967,402.6520080566406,35317300
2026-06-10,MSFT,397.80110870103243,404.2789346443135,396.41373636313654,396.61334228515625,32576000
2026-06-11,MSFT,394.46741202742857,396.1043451719433,383.278483574852,389.6065673828125,47224100
2026-06-12,MSFT,390.6945042817559,391.003919361718,381.55171206615995,390.00579833984375,34865800
2026-06-15,MSFT,396.05442037645633,400.99513175706005,392.11186050588947,399.0088806152344,32266400
2026-06-16,MSFT,395.0463355104342,396.094350419825,389.9559121071713,393.0899963378906,31506800
2026-06-17,MSFT,389.51671695343225,389.6364865987809,376.6110198431126,378.1980285644531,41987800
2026-06-18,MSFT,377.11008548581106,380.6534028700893,372.5786075934489,378.6871032714844,59714200
2026-06-22,MSFT,375.0339909424311,380.9129385065033,366.3802985575179,366.6497802734375,45171100
2026-06-23,MSFT,371.6802994138851,376.51120135394876,369.9735210485466,373.23736572265625,40647600
2026-06-24,MSFT,370.87185096853153,378.16811350773463,364.09460041679364,364.7733154296875,44509900
2026-06-25,MSFT,362.0883479855026,363.5456265920902,348.54386902384044,352.1670227050781,66179000
2026-06-26,MSFT,356.4789138154501,375.90234020580533,354.762144454129,372.2691955566406,186201600
2026-06-29,MSFT,376.790685328561,379.7850483907747,359.2237492715265,367.8774719238281,51229900
2026-06-30,MSFT,370.3328407149792,373.44697342275583,366.7595808670141,372.319091796875,44945700
2026-07-01,MSFT,380.1144231011508,388.09939143880604,374.18561213385976,383.5579528808594,48065800
2026-07-02,MSFT,383.7575696594082,391.4630649298244,382.97903650468743,389.7562561035156,42128900
2026-07-06,MSFT,386.31276024010407,388.418780928489,380.5036887115837,386.0133056640625,34224500
2026-07-07,MSFT,391.75251064257776,394.8267404517197,387.4905448392632,388.109375,29297500
2026-07-08,MSFT,383.3084264217563,384.58602015004215,380.6134873969759,382.6197204589844,25908300
2026-07-09,MSFT,373.74643420118315,383.92725049460796,372.64849496928053,383.6377868652344,31083200
2026-07-10,MSFT,387.07131223677504,391.1736053926777,380.783162110783,384.37640380859375,24644600
2026-07-13,MSFT,387.02143811329415,392.91034623109437,383.4281962321871,390.2553405761719,28914900
2026-07-14,MSFT,382.1007052927433,387.46061042423804,377.93852713765,384.20672607421875,27863900
2026-07-15,MSFT,387.07132248997675,398.2103568181361,385.6739591427675,394.8866271972656,36253700
2026-07-16,MSFT,397.56157784187184,405.2271399033625,391.31333055964967,400.3463439941406,37047400
2026-07-17,MSFT,394.1180409920291,397.64143734197864,388.6583483977542,393.08001708984375,33049800
2026-07-20,MSFT,390.67455694621333,402.4224305318551,388.91785418191677,401.53411865234375,27915800
2026-07-21,MSFT,398.0606303262699,400.7156358198418,395.57531880381754,397.00262451171875,24126600
2026-07-22,MSFT,398.8291961465565,400.246541441447,386.2329133568751,389.6065673828125,28142500
2026-07-23,MSFT,389.23725659651495,391.04385321150613,376.68090752842744,380.8630065917969,30351800
2026-07-24,MSFT,386.32274187573427,388.29903252889795,379.9347732203772,380.9828186035156,27659400
2026-07-27,MSFT,389.3470355932277,393.45931979821836,387.2609663085435,388.368896484375,27856200
2026-07-28,MSFT,392.4212554523594,399.56780545733704,390.5647345556998,392.61090087890625,32367500
2026-07-29,MSFT,392.6607942930367,400.4960502148319,388.00954678983055,389.8061828613281,47209000
2026-07-30,MSFT,437.07720086969465,457.8281459885008,431.6274684759506,450.2524108886719,110160700
2026-07-31,MSFT,449.1544591210436,465.962813447145,448.4857046349594,463.8468017578125,60846000
2026-08-03,MSFT,475.2353605631651,490.7261876465455,474.10747895013026,486.73370361328125,66762100
2026-08-04,MSFT,479.99640781848416,498.50158065157444,478.2696778930625,491.884033203125,50455500
2026-08-05,MSFT,495.42733843271316,497.3038108374591,484.7674131728324,486.5440673828125,33388900
2026-08-06,MSFT,487.6319998350186,500.61756372489685,487.60205742358346,498.9207458496094,36441500
2026-08-07,MSFT,498.2719734340298,504.23075699317457,497.79289485093346,499.0505065917969,28846200
2026-08-10,MSFT,502.4940586092805,512.7647021753171,501.32624359045303,505.109130859375,31206100
2026-08-11,MSFT,503.3823542433026,504.38047525067043,498.61133704649393,502.86334228515625,23049800
2026-08-12,MSFT,499.0505227551261,500.557695253814,490.59643643442394,491.5047302246094,29001500
2026-08-13,MSFT,492.34314786956145,500.3979918654044,492.0836571155829,495.9463806152344,23039000
2026-08-14,MSFT,495.42733437790497,499.07050046550256,492.991947114923,494.4691467285156,16217600
2026-08-17,MSFT,489.21906226283284,491.73431632358415,477.51109147171053,479.44744873046875,29635800
2026-08-18,MSFT,480.6352093836093,483.36006030134655,476.2534434403709,480.72503662109375,24087600
2026-08-19,MSFT,479.16797047398614,488.3806080919379,478.4592826108848,483.3999938964844,19961900
2026-08-20,MSFT,483.29998779296875,484.1600036621094,479.5,481.1499938964844,20020800
2026-08-21,MSFT,479.8800048828125,486.3599853515625,478.5299987792969,483.239990234375,22489200
2026-04-15,NVDA,196.31119931453722,200.166706463506,195.5121427945441,198.63848876953125,185338400
2026-04-16,NVDA,197.20015246424893,199.6173486077875,195.58204328148997,198.1190948486328,134012900
2026-04-17,NVDA,199.66727910555997,201.46518667284232,199.03802288778024,201.44520568847656,160324400
2026-04-20,NVDA,199.7471876833392,201.9346406188145,197.6096795882359,201.82476806640625,119381400
2026-04-21,NVDA,201.89470437258373,202.51397775047528,198.76834314349978,199.64732360839844,107945300
2026-04-22,NVDA,200.75603026628932,202.26426696777344,198.76834136586132,202.26426696777344,107501000
2026-04-23,NVDA,202.22431724671497,203.59271751351986,196.99041179336916,199.4075927734375,113561800
2026-04-24,NVDA,199.72721882416832,210.70441481695215,199.57738430538978,208.0275421142578,214134400
2026-04-27,NVDA,209.4059296471886,216.5775789683675,207.13858324348888,216.3578338623047,187172400
2026-04-28,NVDA,209.24613572912838,214.4800260296235,207.95762889823203,212.92184448242188,180275400
2026-04-29,NVDA,212.4523894424142,212.47237042757808,207.33835459433345,209.00640869140625,123711800
2026-04-30,NVDA,209.68560172993963,210.05518135667162,198.46867945247158,199.33767700195312,225239200
2026-05-01,NVDA,201.0456862731779,202.76368521944246,196.89052532216473,198.21897888183594,128647000
2026-05-04,NVDA,199.26774870200734,201.49514834231712,194.51329562325486,198.24893188476562,125368100
2026-05-05,NVDA,199.06798360144137,200.00689171848026,195.80178617585554,196.271240234375,113406600
2026-05-06,NVDA,199.65729931010404,208.0275486883452,198.37879062945476,207.5880584716797,188362800
2026-05-07,NVDA,208.0974592073836,213.95063795079753,206.25960488465944,211.2537841796875,168307900
2026-05-08,NVDA,212.7820061205359,217.5464575316693,212.642169707093,214.94947814941406,136421400
2026-05-11,NVDA,213.79081709888328,222.04121091513153,213.64099781886503,219.18453979492188,160685800
2026-05-12,NVDA,218.29558003818886,223.48952345691538,214.6698009927987,220.52297973632812,159176600
2026-05-13,NVDA,224.6681467194947,227.57476278227756,221.3120728008497,225.56710815429688,150405400
2026-05-14,NVDA,229.58243343997336,236.26463268418732,229.03307065698914,235.465576171875,180782900
2026-05-15,NVDA,229.49252726355346,231.23050718880455,223.97896415639156,225.05770874023438,180977600
2026-05-18,NVDA,229.60240180074675,229.7322553439391,218.1157890335498,222.0612030029297,146280900
2026-05-19,NVDA,219.36432694236115,224.21866983705235,217.6563261548179,220.35317993164062,140948200
2026-05-20,NVDA,222.9201831873553,225.8667612103758,220.2433103590018,223.20985412597656,184201600
2026-05-21,NVDA,222.03121805596584,227.13526994336974,217.6762930684293,219.25445556640625,203381800
2026-05-22,NVDA,220.64283833374193,220.75271088945502,214.54994865072538,215.07933044433594,169275700
2026-05-26,NVDA,216.28791550863897,217.92600574795006,211.75320730356688,214.60987854003906,187202600
2026-05-27,NVDA,213.87072806866348,213.90069192498567,208.53694826896,212.35250854492188,167601200
2026-05-28,NVDA,211.03403615445995,215.2691056248748,210.97410844231206,214.00057983398438,143996000
2026-05-29,NVDA,214.33020874183248,217.6063892667686,210.88422794322287,210.8942108154297,289410600
2026-06-01,NVDA,215.47885750139108,224.60821672379726,215.44889364463796,224.09881591796875,212850700
2026-06-02,NVDA,226.91551751623658,232.00958636747916,221.09231801448135,222.56060791015625,193362900
2026-06-03,NVDA,221.46188713313538,222.56061267075634,214.2602739078757,214.5,160907000
2026-06-04,NVDA,213.91000366210938,221.60000610351562,210.97000122070312,218.66000366210938,169022200
2026-06-05,NVDA,214.52999877929688,214.8699951171875,204.3300018310547,205.10000610351562,219655500
2026-06-08,NVDA,210.17999267578125,210.47000122070312,206.0,208.63999938964844,138372800
2026-06-09,NVDA,210.6199951171875,211.39999389648438,199.33999633789062,208.19000244140625,180962500
2026-06-10,NVDA,204.42999267578125,207.22000122070312,199.9199981689453,200.4199981689453,161746600
2026-06-11,NVDA,201.49000549316406,205.66000366210938,199.5399932861328,204.8699951171875,158643200
2026-06-12,NVDA,204.86000061035156,207.07000732421875,203.44000244140625,205.19000244140625,112001800
2026-06-15,NVDA,208.9199981689453,212.7100067138672,208.33999633789062,212.4499969482422,149936700
2026-06-16,NVDA,211.17999267578125,211.49000549316406,207.2899932861328,207.41000366210938,125694100
2026-06-17,NVDA,208.52999877929688,209.2100067138672,203.0800018310547,204.64999389648438,128363500
2026-06-18,NVDA,207.3300018310547,211.38999938964844,206.5,210.69000244140625,241272000
2026-06-22,NVDA,211.44000244140625,213.99000549316406,207.72000122070312,208.64999389648438,122041400
2026-06-23,NVDA,202.1699981689453,203.77000427246094,200.0,200.0399932861328,153496200
2026-06-24,NVDA,200.1199951171875,201.6699981689453,196.5800018310547,199.0,151810700
2026-06-25,NVDA,200.0800018310547,200.8000030517578,192.1300048828125,195.74000549316406,149550000
2026-06-26,NVDA,193.1199951171875,195.5500030517578,191.22000122070312,192.52999877929688,179304100
2026-06-29,NVDA,193.85000610351562,196.17999267578125,189.8000030517578,194.97000122070312,148835700
2026-06-30,NVDA,197.24000549316406,200.6300048828125,195.11000061035156,200.08999633789062,166476700
2026-07-01,NVDA,196.1999969482422,199.85000610351562,193.4499969482422,197.5800018310547,146147600
2026-07-02,NVDA,197.13999938964844,200.05999755859375,192.35000610351562,194.8300018310547,142068700
2026-07-06,NVDA,194.4199981689453,197.5500030517578,193.99000549316406,195.5500030517578,108999000
2026-07-07,NVDA,192.3699951171875,198.41000366210938,191.13999938964844,196.92999267578125,124154600
2026-07-08,NVDA,195.17999267578125,205.16000366210938,195.05999755859375,204.1199951171875,147419100
2026-07-09,NVDA,204.4600067138672,204.58999633789062,198.9600067138672,202.77999877929688,132037400
2026-07-10,NVDA,202.0,211.0,201.9199981689453,210.9600067138672,148421000
2026-07-13,NVDA,208.5399932861328,210.57000732421875,203.0,203.52999877929688,121411000
2026-07-14,NVDA,208.1999969482422,212.5500030517578,203.8000030517578,211.8000030517578,124379600
2026-07-15,NVDA,211.9600067138672,213.80999755859375,206.0399932861328,212.5,124797200
2026-07-16,NVDA,210.1699981689453,211.0800018310547,205.85000610351562,207.39999389648438,122986100
2026-07-17,NVDA,202.63999938964844,206.64999389648438,197.97000122070312,202.80999755859375,144281900
2026-07-20,NVDA,205.8699951171875,207.74000549316406,202.27999877929688,203.27999877929688,88701500
2026-07-21,NVDA,207.5399932861328,208.64999389648438,204.00999450683594,207.2899932861328,108685600
2026-07-22,NVDA,205.80999755859375,214.38999938964844,204.9499969482422,212.05999755859375,137645600
2026-07-23,NVDA,209.4600067138672,210.8699951171875,205.9600067138672,208.75999450683594,110505300
2026-07-24,NVDA,207.4499969482422,211.91000366210938,204.80999755859375,206.83999633789062,114836800
2026-07-27,NVDA,208.1999969482422,208.75,195.44000244140625,196.50999450683594,154353700
2026-07-28,NVDA,195.0,198.6999969482422,192.74000549316406,197.00999450683594,134111500
2026-07-29,NVDA,195.85000610351562,197.07000732421875,190.00999450683594,190.00999450683594,147680800
2026-07-30,NVDA,193.4499969482422,197.25,191.52000427246094,195.0399932861328,129010200
2026-07-31,NVDA,198.44000244140625,202.0,194.9499969482422,200.75,139961200
2026-08-03,NVDA,197.69000244140625,208.74000549316406,196.85000610351562,206.63999938964844,128406900
2026-08-04,NVDA,211.3000030517578,213.05999755859375,209.0500030517578,211.94000244140625,134922000
2026-08-05,NVDA,216.86000061035156,222.22000122070312,216.39999389648438,219.22000122070312,158187400
2026-08-06,NVDA,221.52999877929688,223.6300048828125,217.0,218.99000549316406,113940600
2026-08-07,NVDA,221.5399932861328,224.75999450683594,220.66000366210938,223.9600067138672,105669400
2026-08-10,NVDA,223.39999389648438,224.13999938964844,216.77000427246094,217.5500030517578,115846600
2026-08-11,NVDA,222.1699981689453,222.1999969482422,216.1999969482422,217.5,101273100
2026-08-12,NVDA,221.0399932861328,225.10000610351562,220.1999969482422,224.08999633789062,108783600
2026-08-13,NVDA,225.05999755859375,227.22999572753906,223.7100067138672,225.3000030517578,98867200
2026-08-14,NVDA,226.77000427246094,227.49000549316406,224.5,225.16000366210938,75680900
2026-08-17,NVDA,225.97999572753906,227.9199981689453,224.86000061035156,225.00999450683594,93678700
2026-08-18,NVDA,220.4499969482422,221.63999938964844,218.69000244140625,219.74000549316406,103128200
2026-08-19,NVDA,221.6699981689453,222.8699951171875,216.75999450683594,217.55999755859375,96797300
2026-08-20,NVDA,218.36000061035156,219.86000061035156,215.66000366210938,216.85000610351562,92457000
2026-08-21,NVDA,218.4199981689453,218.74000549316406,214.5,214.72000122070312,98545600
2026-04-15,JPM,312.54203541599225,312.8307129741003,302.8954898881459,304.5579833984375,9885800
2026-04-16,JPM,303.98059076810495,308.5599670410156,303.8312695552229,308.5599670410156,8208600
2026-04-17,JPM,311.068653468178,313.4877482505245,308.69932229637936,308.8984375,11082400
2026-04-20,JPM,309.45594165814435,315.70777661938337,308.9780833700189,315.5683898925781,10772000
2026-04-21,JPM,316.0661368489313,318.8038038717339,311.3474041387296,311.5962829589844,7084300
2026-04-22,JPM,313.43799038623484,313.73663281642627,310.5410372905177,311.6161804199219,5545900
2026-04-23,JPM,312.11395497732667,313.57736372602733,307.5047445243564,310.29217529296875,6969700
2026-04-24,JPM,309.7545850384977,309.7545850384977,306.5092257615542,306.8974609375,5215300
2026-04-27,JPM,305.50372444273444,311.1781431330245,305.50372444273444,310.232421875,7925300
2026-04-28,JPM,313.78643555890045,314.03531438457196,309.7745101043047,310.0532531738281,7398600
2026-04-29,JPM,309.1771855961317,310.65052875636707,305.91189671624613,307.86309814453125,8031800
2026-04-30,JPM,305.6928786901284,312.6913497643884,305.1951210592971,311.82525634765625,8865400
2026-05-01,JPM,312.54203812020876,314.6624601726697,310.43152018106696,311.06866455078125,6135400
2026-05-04,JPM,309.22694520939064,309.2568094519629,305.13539207341324,306.270263671875,7338200
2026-05-05,JPM,306.32999740556414,309.5753869306937,305.42407485773,308.0124206542969,6316800
2026-05-06,JPM,310.0532528884956,314.84167905955115,309.95369528217543,313.4877624511719,8629500
2026-05-07,JPM,313.23887676443206,314.8814709002291,304.76706239082745,304.8964538574219,8359600
2026-05-08,JPM,306.86759124184925,307.60426284206056,299.1523476664256,300.74517822265625,9464300
2026-05-11,JPM,300.74515961007836,301.83026757429667,297.5395993270601,298.6545715332031,9512000
2026-05-12,JPM,298.67447538308426,304.6873960201211,294.2245209852311,303.5126953125,9498200
2026-05-13,JPM,300.91440289675086,301.6411400127173,298.72428743531935,298.9034729003906,7709500
2026-05-14,JPM,300.8945046380796,302.38777761395096,297.4699295162906,298.56500244140625,7364300
2026-05-15,JPM,298.86362628854243,299.44104214981957,295.1205095874812,296.4743957519531,8699300
2026-05-18,JPM,296.6635495230975,299.908939014877,295.8870488301784,299.3813171386719,7546300
